RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,132,0.286,#46176,#46045
0100→0200,100,200,185,0.687,#46044,#45860
0200→0300,200,300,405,1.564,#45859,#45455
0300→0400,300,400,770,3.231,#45454,#44685
0400→0500,400,500,1479,6.434,#44684,#43206
0500→0600,500,600,2373,11.573,#43205,#40833
0600→0700,600,700,3183,18.466,#40832,#37650
0700→0800,700,800,3894,26.899,#37649,#33756
0800→0900,800,900,4171,35.932,#33755,#29585
0900→1000,900,1000,5815,48.525,#29584,#23770
1000→1100,1000,1100,6412,62.411,#23769,#17358
1100→1200,1100,1200,4913,73.051,#17357,#12445
1200→1300,1200,1300,3513,80.659,#12444,#8932
1300→1400,1300,1400,2612,86.315,#8931,#6320
1400→1500,1400,1500,1895,90.419,#6319,#4425
1500→1600,1500,1600,1393,93.436,#4424,#3032
1600→1700,1600,1700,984,95.567,#3031,#2048
1700→1800,1700,1800,687,97.055,#2047,#1361
1800→1900,1800,1900,472,98.077,#1360,#889
1900→2000,1900,2000,315,98.759,#888,#574
2000→2100,2000,2100,197,99.186,#573,#377
2100→2200,2100,2200,128,99.463,#376,#249
2200→2300,2200,2300,95,99.669,#248,#154
2300→2400,2300,2400,48,99.773,#153,#106
2400→2500,2400,2500,40,99.859,#105,#66
2500→2600,2500,2600,33,99.931,#65,#33
2600→2700,2600,2700,19,99.972,#32,#14
2700→2800,2700,2800,9,99.991,#13,#5
2800→2900,2800,2900,3,99.998,#4,#2
2900→3000,2900,3000,1,100.000,#1,#1
