RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,120,0.255,#47150,#47031
0100→0200,100,200,191,0.660,#47030,#46840
0200→0300,200,300,409,1.527,#46839,#46431
0300→0400,300,400,754,3.126,#46430,#45677
0400→0500,400,500,1348,5.985,#45676,#44329
0500→0600,500,600,2419,11.116,#44328,#41910
0600→0700,600,700,3176,17.852,#41909,#38734
0700→0800,700,800,4038,26.416,#38733,#34696
0800→0900,800,900,4875,36.755,#34695,#29821
0900→1000,900,1000,5960,49.396,#29820,#23861
1000→1100,1000,1100,6528,63.241,#23860,#17333
1100→1200,1100,1200,4986,73.815,#17332,#12347
1200→1300,1200,1300,3537,81.317,#12346,#8810
1300→1400,1300,1400,2547,86.719,#8809,#6263
1400→1500,1400,1500,1875,90.696,#6262,#4388
1500→1600,1500,1600,1441,93.752,#4387,#2947
1600→1700,1600,1700,962,95.792,#2946,#1985
1700→1800,1700,1800,676,97.226,#1984,#1309
1800→1900,1800,1900,475,98.233,#1308,#834
1900→2000,1900,2000,283,98.834,#833,#551
2000→2100,2000,2100,186,99.228,#550,#365
2100→2200,2100,2200,143,99.531,#364,#222
2200→2300,2200,2300,75,99.690,#221,#147
2300→2400,2300,2400,50,99.796,#146,#97
2400→2500,2400,2500,38,99.877,#96,#59
2500→2600,2500,2600,26,99.932,#58,#33
2600→2700,2600,2700,21,99.977,#32,#12
2700→2800,2700,2800,8,99.994,#11,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
