RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,118,0.249,#47318,#47201
0100→0200,100,200,201,0.674,#47200,#47000
0200→0300,200,300,412,1.545,#46999,#46588
0300→0400,300,400,744,3.117,#46587,#45844
0400→0500,400,500,1387,6.048,#45843,#44457
0500→0600,500,600,2386,11.091,#44456,#42071
0600→0700,600,700,3209,17.873,#42070,#38862
0700→0800,700,800,4037,26.404,#38861,#34825
0800→0900,800,900,4892,36.743,#34824,#29933
0900→1000,900,1000,6001,49.425,#29932,#23932
1000→1100,1000,1100,6546,63.259,#23931,#17386
1100→1200,1100,1200,4966,73.754,#17385,#12420
1200→1300,1200,1300,3566,81.290,#12419,#8854
1300→1400,1300,1400,2535,86.648,#8853,#6319
1400→1500,1400,1500,1886,90.634,#6318,#4433
1500→1600,1500,1600,1452,93.702,#4432,#2981
1600→1700,1600,1700,942,95.693,#2980,#2039
1700→1800,1700,1800,734,97.244,#2038,#1305
1800→1900,1800,1900,468,98.233,#1304,#837
1900→2000,1900,2000,275,98.814,#836,#562
2000→2100,2000,2100,199,99.235,#561,#363
2100→2200,2100,2200,135,99.520,#362,#228
2200→2300,2200,2300,80,99.689,#227,#148
2300→2400,2300,2400,53,99.801,#147,#95
2400→2500,2400,2500,36,99.877,#94,#59
2500→2600,2500,2600,30,99.941,#58,#29
2600→2700,2600,2700,17,99.977,#28,#12
2700→2800,2700,2800,7,99.992,#11,#5
2800→2900,2800,2900,3,99.998,#4,#2
2900→3000,2900,3000,1,100.000,#1,#1
