RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,112,0.243,#46131,#46020
0100→0200,100,200,205,0.687,#46019,#45815
0200→0300,200,300,400,1.554,#45814,#45415
0300→0400,300,400,755,3.191,#45414,#44660
0400→0500,400,500,1406,6.239,#44659,#43254
0500→0600,500,600,2290,11.203,#43253,#40964
0600→0700,600,700,3130,17.988,#40963,#37834
0700→0800,700,800,3918,26.481,#37833,#33916
0800→0900,800,900,4840,36.973,#33915,#29076
0900→1000,900,1000,5743,49.422,#29075,#23333
1000→1100,1000,1100,6314,63.109,#23332,#17019
1100→1200,1100,1200,4865,73.655,#17018,#12154
1200→1300,1200,1300,3529,81.305,#12153,#8625
1300→1400,1300,1400,2465,86.649,#8624,#6160
1400→1500,1400,1500,1872,90.707,#6159,#4288
1500→1600,1500,1600,1357,93.649,#4287,#2931
1600→1700,1600,1700,966,95.743,#2930,#1965
1700→1800,1700,1800,657,97.167,#1964,#1308
1800→1900,1800,1900,472,98.190,#1307,#836
1900→2000,1900,2000,291,98.821,#835,#545
2000→2100,2000,2100,205,99.265,#544,#340
2100→2200,2100,2200,108,99.499,#339,#232
2200→2300,2200,2300,83,99.679,#231,#149
2300→2400,2300,2400,50,99.788,#148,#99
2400→2500,2400,2500,38,99.870,#98,#61
2500→2600,2500,2600,31,99.937,#60,#30
2600→2700,2600,2700,16,99.972,#29,#14
2700→2800,2700,2800,9,99.991,#13,#5
2800→2900,2800,2900,3,99.998,#4,#2
2900→3000,2900,3000,1,100.000,#1,#1
