RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,122,0.262,#46605,#46484
0100→0200,100,200,192,0.674,#46483,#46292
0200→0300,200,300,403,1.538,#46291,#45889
0300→0400,300,400,759,3.167,#45888,#45130
0400→0500,400,500,1402,6.175,#45129,#43728
0500→0600,500,600,2303,11.117,#43727,#41425
0600→0700,600,700,3171,17.921,#41424,#38254
0700→0800,700,800,3959,26.416,#38253,#34295
0800→0900,800,900,4896,36.921,#34294,#29399
0900→1000,900,1000,5858,49.490,#29398,#23541
1000→1100,1000,1100,6389,63.199,#23540,#17152
1100→1200,1100,1200,4909,73.732,#17151,#12243
1200→1300,1200,1300,3552,81.354,#12242,#8691
1300→1400,1300,1400,2455,86.622,#8690,#6236
1400→1500,1400,1500,1896,90.690,#6235,#4340
1500→1600,1500,1600,1400,93.694,#4339,#2940
1600→1700,1600,1700,963,95.760,#2939,#1977
1700→1800,1700,1800,654,97.163,#1976,#1323
1800→1900,1800,1900,485,98.204,#1322,#838
1900→2000,1900,2000,278,98.801,#837,#560
2000→2100,2000,2100,216,99.264,#559,#344
2100→2200,2100,2200,112,99.504,#343,#232
2200→2300,2200,2300,79,99.674,#231,#153
2300→2400,2300,2400,54,99.790,#152,#99
2400→2500,2400,2500,35,99.865,#98,#64
2500→2600,2500,2600,37,99.944,#63,#27
2600→2700,2600,2700,14,99.974,#26,#13
2700→2800,2700,2800,7,99.989,#12,#6
2800→2900,2800,2900,4,99.998,#5,#2
2900→3000,2900,3000,1,100.000,#1,#1
