RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,127,0.268,#47374,#47248
0100→0200,100,200,189,0.667,#47247,#47059
0200→0300,200,300,408,1.528,#47058,#46651
0300→0400,300,400,846,3.314,#46650,#45805
0400→0500,400,500,1456,6.387,#45804,#44349
0500→0600,500,600,2435,11.527,#44348,#41914
0600→0700,600,700,3279,18.449,#41913,#38635
0700→0800,700,800,4022,26.939,#38634,#34613
0800→0900,800,900,4868,37.215,#34612,#29745
0900→1000,900,1000,5863,49.590,#29744,#23882
1000→1100,1000,1100,6638,63.602,#23881,#17244
1100→1200,1100,1200,4870,73.882,#17243,#12374
1200→1300,1200,1300,3533,81.340,#12373,#8841
1300→1400,1300,1400,2584,86.794,#8840,#6257
1400→1500,1400,1500,1864,90.729,#6256,#4393
1500→1600,1500,1600,1317,93.509,#4392,#3076
1600→1700,1600,1700,970,95.557,#3075,#2106
1700→1800,1700,1800,701,97.036,#2105,#1405
1800→1900,1800,1900,488,98.066,#1404,#917
1900→2000,1900,2000,330,98.763,#916,#587
2000→2100,2000,2100,193,99.170,#586,#394
2100→2200,2100,2200,133,99.451,#393,#261
2200→2300,2200,2300,96,99.654,#260,#165
2300→2400,2300,2400,50,99.759,#164,#115
2400→2500,2400,2500,48,99.861,#114,#67
2500→2600,2500,2600,26,99.916,#66,#41
2600→2700,2600,2700,22,99.962,#40,#19
2700→2800,2700,2800,15,99.994,#18,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
