RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,124,0.260,#47730,#47607
0100→0200,100,200,183,0.643,#47606,#47424
0200→0300,200,300,426,1.536,#47423,#46998
0300→0400,300,400,792,3.195,#46997,#46206
0400→0500,400,500,1491,6.319,#46205,#44715
0500→0600,500,600,2464,11.481,#44714,#42251
0600→0700,600,700,3265,18.322,#42250,#38986
0700→0800,700,800,4031,26.767,#38985,#34955
0800→0900,800,900,4876,36.983,#34954,#30079
0900→1000,900,1000,5946,49.441,#30078,#24133
1000→1100,1000,1100,6649,63.371,#24132,#17484
1100→1200,1100,1200,4934,73.708,#17483,#12550
1200→1300,1200,1300,3569,81.186,#12549,#8981
1300→1400,1300,1400,2636,86.709,#8980,#6345
1400→1500,1400,1500,1912,90.714,#6344,#4433
1500→1600,1500,1600,1354,93.551,#4432,#3079
1600→1700,1600,1700,978,95.600,#3078,#2101
1700→1800,1700,1800,698,97.063,#2100,#1403
1800→1900,1800,1900,502,98.114,#1402,#901
1900→2000,1900,2000,302,98.747,#900,#599
2000→2100,2000,2100,196,99.158,#598,#403
2100→2200,2100,2200,139,99.449,#402,#264
2200→2300,2200,2300,97,99.652,#263,#167
2300→2400,2300,2400,55,99.767,#166,#112
2400→2500,2400,2500,43,99.858,#111,#69
2500→2600,2500,2600,31,99.922,#68,#38
2600→2700,2600,2700,20,99.964,#37,#18
2700→2800,2700,2800,13,99.992,#17,#5
2800→2900,2800,2900,3,99.998,#4,#2
2900→3000,2900,3000,1,100.000,#1,#1
