RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,119,0.254,#46809,#46691
0100→0200,100,200,195,0.671,#46690,#46496
0200→0300,200,300,398,1.521,#46495,#46098
0300→0400,300,400,756,3.136,#46097,#45342
0400→0500,400,500,1394,6.114,#45341,#43948
0500→0600,500,600,2348,11.130,#43947,#41600
0600→0700,600,700,3204,17.975,#41599,#38396
0700→0800,700,800,4007,26.535,#38395,#34389
0800→0900,800,900,4868,36.935,#34388,#29521
0900→1000,900,1000,5834,49.399,#29520,#23687
1000→1100,1000,1100,6426,63.127,#23686,#17261
1100→1200,1100,1200,4965,73.734,#17260,#12296
1200→1300,1200,1300,3497,81.204,#12295,#8799
1300→1400,1300,1400,2486,86.515,#8798,#6313
1400→1500,1400,1500,1878,90.527,#6312,#4435
1500→1600,1500,1600,1460,93.647,#4434,#2975
1600→1700,1600,1700,967,95.712,#2974,#2008
1700→1800,1700,1800,697,97.201,#2007,#1311
1800→1900,1800,1900,467,98.199,#1310,#844
1900→2000,1900,2000,276,98.789,#843,#568
2000→2100,2000,2100,210,99.237,#567,#358
2100→2200,2100,2200,131,99.517,#357,#227
2200→2300,2200,2300,75,99.677,#226,#152
2300→2400,2300,2400,50,99.784,#151,#102
2400→2500,2400,2500,41,99.872,#101,#61
2500→2600,2500,2600,35,99.947,#60,#26
2600→2700,2600,2700,13,99.974,#25,#13
2700→2800,2700,2800,9,99.994,#12,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
