RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,118,0.250,#47259,#47142
0100→0200,100,200,197,0.667,#47141,#46945
0200→0300,200,300,402,1.517,#46944,#46543
0300→0400,300,400,758,3.121,#46542,#45785
0400→0500,400,500,1351,5.980,#45784,#44434
0500→0600,500,600,2417,11.094,#44433,#42017
0600→0700,600,700,3203,17.872,#42016,#38814
0700→0800,700,800,4035,26.410,#38813,#34779
0800→0900,800,900,4882,36.740,#34778,#29897
0900→1000,900,1000,5980,49.394,#29896,#23917
1000→1100,1000,1100,6599,63.357,#23916,#17318
1100→1200,1100,1200,4947,73.825,#17317,#12371
1200→1300,1200,1300,3527,81.288,#12370,#8844
1300→1400,1300,1400,2557,86.699,#8843,#6287
1400→1500,1400,1500,1872,90.660,#6286,#4415
1500→1600,1500,1600,1444,93.715,#4414,#2971
1600→1700,1600,1700,955,95.736,#2970,#2016
1700→1800,1700,1800,709,97.237,#2015,#1307
1800→1900,1800,1900,469,98.229,#1306,#838
1900→2000,1900,2000,275,98.811,#837,#563
2000→2100,2000,2100,203,99.240,#562,#360
2100→2200,2100,2200,134,99.524,#359,#226
2200→2300,2200,2300,82,99.697,#225,#144
2300→2400,2300,2400,48,99.799,#143,#96
2400→2500,2400,2500,34,99.871,#95,#62
2500→2600,2500,2600,32,99.939,#61,#30
2600→2700,2600,2700,18,99.977,#29,#12
2700→2800,2700,2800,8,99.994,#11,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
