RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,122,0.261,#46745,#46624
0100→0200,100,200,195,0.678,#46623,#46429
0200→0300,200,300,416,1.568,#46428,#46013
0300→0400,300,400,854,3.395,#46012,#45159
0400→0500,400,500,1468,6.535,#45158,#43691
0500→0600,500,600,2484,11.849,#43690,#41207
0600→0700,600,700,3304,18.918,#41206,#37903
0700→0800,700,800,4072,27.629,#37902,#33831
0800→0900,800,900,4889,38.087,#33830,#28942
0900→1000,900,1000,5961,50.840,#28941,#22981
1000→1100,1000,1100,6665,65.098,#22980,#16316
1100→1200,1100,1200,4353,74.410,#16315,#11963
1200→1300,1200,1300,3090,81.020,#11962,#8873
1300→1400,1300,1400,2562,86.501,#8872,#6311
1400→1500,1400,1500,1913,90.594,#6310,#4398
1500→1600,1500,1600,1307,93.390,#4397,#3091
1600→1700,1600,1700,968,95.460,#3090,#2123
1700→1800,1700,1800,704,96.967,#2122,#1419
1800→1900,1800,1900,495,98.025,#1418,#924
1900→2000,1900,2000,326,98.723,#923,#598
2000→2100,2000,2100,200,99.151,#597,#398
2100→2200,2100,2200,136,99.442,#397,#262
2200→2300,2200,2300,96,99.647,#261,#166
2300→2400,2300,2400,49,99.752,#165,#117
2400→2500,2400,2500,51,99.861,#116,#66
2500→2600,2500,2600,24,99.912,#65,#42
2600→2700,2600,2700,24,99.964,#41,#18
2700→2800,2700,2800,14,99.994,#17,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
