RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,114,0.241,#47250,#47137
0100→0200,100,200,201,0.667,#47136,#46936
0200→0300,200,300,401,1.515,#46935,#46535
0300→0400,300,400,753,3.109,#46534,#45782
0400→0500,400,500,1416,6.106,#45781,#44366
0500→0600,500,600,2344,11.067,#44365,#42022
0600→0700,600,700,3213,17.867,#42021,#38809
0700→0800,700,800,4036,26.408,#38808,#34773
0800→0900,800,900,4851,36.675,#34772,#29922
0900→1000,900,1000,5908,49.179,#29921,#24014
1000→1100,1000,1100,6532,63.003,#24013,#17482
1100→1200,1100,1200,5025,73.638,#17481,#12457
1200→1300,1200,1300,3542,81.134,#12456,#8915
1300→1400,1300,1400,2564,86.561,#8914,#6351
1400→1500,1400,1500,1877,90.533,#6350,#4474
1500→1600,1500,1600,1458,93.619,#4473,#3016
1600→1700,1600,1700,995,95.725,#3015,#2021
1700→1800,1700,1800,696,97.198,#2020,#1325
1800→1900,1800,1900,479,98.212,#1324,#846
1900→2000,1900,2000,287,98.819,#845,#559
2000→2100,2000,2100,202,99.247,#558,#357
2100→2200,2100,2200,126,99.513,#356,#231
2200→2300,2200,2300,82,99.687,#230,#149
2300→2400,2300,2400,45,99.782,#148,#104
2400→2500,2400,2500,46,99.879,#103,#58
2500→2600,2500,2600,28,99.939,#57,#30
2600→2700,2600,2700,17,99.975,#29,#13
2700→2800,2700,2800,9,99.994,#12,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
