RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,118,0.252,#46878,#46761
0100→0200,100,200,193,0.663,#46760,#46568
0200→0300,200,300,415,1.549,#46567,#46153
0300→0400,300,400,750,3.149,#46152,#45403
0400→0500,400,500,1381,6.095,#45402,#44022
0500→0600,500,600,2354,11.116,#44021,#41668
0600→0700,600,700,3138,17.810,#41667,#38530
0700→0800,700,800,3984,26.309,#38529,#34546
0800→0900,800,900,4845,36.644,#34545,#29701
0900→1000,900,1000,5844,49.110,#29700,#23857
1000→1100,1000,1100,6507,62.991,#23856,#17350
1100→1200,1100,1200,4966,73.585,#17349,#12384
1200→1300,1200,1300,3525,81.104,#12383,#8859
1300→1400,1300,1400,2525,86.490,#8858,#6334
1400→1500,1400,1500,1888,90.518,#6333,#4446
1500→1600,1500,1600,1473,93.660,#4445,#2973
1600→1700,1600,1700,957,95.702,#2972,#2016
1700→1800,1700,1800,696,97.186,#2015,#1320
1800→1900,1800,1900,483,98.217,#1319,#837
1900→2000,1900,2000,274,98.801,#836,#563
2000→2100,2000,2100,204,99.236,#562,#359
2100→2200,2100,2200,122,99.497,#358,#237
2200→2300,2200,2300,84,99.676,#236,#153
2300→2400,2300,2400,51,99.785,#152,#102
2400→2500,2400,2500,42,99.874,#101,#60
2500→2600,2500,2600,31,99.940,#59,#29
2600→2700,2600,2700,14,99.970,#28,#15
2700→2800,2700,2800,11,99.994,#14,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
