RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,120,0.256,#46959,#46840
0100→0200,100,200,197,0.675,#46839,#46643
0200→0300,200,300,403,1.533,#46642,#46240
0300→0400,300,400,745,3.120,#46239,#45495
0400→0500,400,500,1331,5.954,#45494,#44164
0500→0600,500,600,2419,11.105,#44163,#41745
0600→0700,600,700,3170,17.856,#41744,#38575
0700→0800,700,800,3994,26.361,#38574,#34581
0800→0900,800,900,4860,36.711,#34580,#29721
0900→1000,900,1000,5919,49.315,#29720,#23802
1000→1100,1000,1100,6601,63.372,#23801,#17201
1100→1200,1100,1200,4913,73.835,#17200,#12288
1200→1300,1200,1300,3529,81.350,#12287,#8759
1300→1400,1300,1400,2539,86.757,#8758,#6220
1400→1500,1400,1500,1884,90.769,#6219,#4336
1500→1600,1500,1600,1424,93.801,#4335,#2912
1600→1700,1600,1700,936,95.794,#2911,#1976
1700→1800,1700,1800,669,97.219,#1975,#1307
1800→1900,1800,1900,474,98.228,#1306,#833
1900→2000,1900,2000,288,98.842,#832,#545
2000→2100,2000,2100,184,99.233,#544,#361
2100→2200,2100,2200,141,99.534,#360,#220
2200→2300,2200,2300,73,99.689,#219,#147
2300→2400,2300,2400,49,99.793,#146,#98
2400→2500,2400,2500,41,99.881,#97,#57
2500→2600,2500,2600,25,99.934,#56,#32
2600→2700,2600,2700,21,99.979,#31,#11
2700→2800,2700,2800,7,99.994,#10,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
