RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,131,0.280,#46828,#46698
0100→0200,100,200,186,0.677,#46697,#46512
0200→0300,200,300,396,1.523,#46511,#46116
0300→0400,300,400,746,3.116,#46115,#45370
0400→0500,400,500,1472,6.259,#45369,#43898
0500→0600,500,600,2351,11.280,#43897,#41547
0600→0700,600,700,3173,18.055,#41546,#38374
0700→0800,700,800,3933,26.454,#38373,#34441
0800→0900,800,900,4827,36.762,#34440,#29614
0900→1000,900,1000,5813,49.176,#29613,#23801
1000→1100,1000,1100,6327,62.687,#23800,#17474
1100→1200,1100,1200,4911,73.174,#17473,#12563
1200→1300,1200,1300,3587,80.834,#12562,#8976
1300→1400,1300,1400,2562,86.305,#8975,#6414
1400→1500,1400,1500,1946,90.461,#6413,#4468
1500→1600,1500,1600,1444,93.544,#4467,#3024
1600→1700,1600,1700,985,95.648,#3023,#2039
1700→1800,1700,1800,705,97.153,#2038,#1334
1800→1900,1800,1900,448,98.110,#1333,#886
1900→2000,1900,2000,319,98.791,#885,#567
2000→2100,2000,2100,202,99.223,#566,#365
2100→2200,2100,2200,116,99.470,#364,#249
2200→2300,2200,2300,96,99.675,#248,#153
2300→2400,2300,2400,50,99.782,#152,#103
2400→2500,2400,2500,42,99.872,#102,#61
2500→2600,2500,2600,25,99.925,#60,#36
2600→2700,2600,2700,25,99.979,#35,#11
2700→2800,2700,2800,7,99.994,#10,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
