RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,126,0.265,#47607,#47482
0100→0200,100,200,196,0.676,#47481,#47286
0200→0300,200,300,400,1.517,#47285,#46886
0300→0400,300,400,779,3.153,#46885,#46107
0400→0500,400,500,1461,6.222,#46106,#44646
0500→0600,500,600,2424,11.313,#44645,#42222
0600→0700,600,700,3218,18.073,#42221,#39004
0700→0800,700,800,4051,26.582,#39003,#34953
0800→0900,800,900,4880,36.833,#34952,#30073
0900→1000,900,1000,5854,49.129,#30072,#24219
1000→1100,1000,1100,6620,63.035,#24218,#17599
1100→1200,1100,1200,4935,73.401,#17598,#12664
1200→1300,1200,1300,3586,80.933,#12663,#9078
1300→1400,1300,1400,2666,86.533,#9077,#6412
1400→1500,1400,1500,1912,90.550,#6411,#4500
1500→1600,1500,1600,1401,93.493,#4499,#3099
1600→1700,1600,1700,1009,95.612,#3098,#2090
1700→1800,1700,1800,709,97.101,#2089,#1381
1800→1900,1800,1900,491,98.133,#1380,#890
1900→2000,1900,2000,308,98.780,#889,#582
2000→2100,2000,2100,188,99.174,#581,#394
2100→2200,2100,2200,146,99.481,#393,#248
2200→2300,2200,2300,90,99.670,#247,#158
2300→2400,2300,2400,49,99.773,#157,#109
2400→2500,2400,2500,42,99.861,#108,#67
2500→2600,2500,2600,36,99.937,#66,#31
2600→2700,2600,2700,15,99.968,#30,#16
2700→2800,2700,2800,11,99.992,#15,#5
2800→2900,2800,2900,3,99.998,#4,#2
2900→3000,2900,3000,1,100.000,#1,#1
