RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,118,0.252,#46869,#46752
0100→0200,100,200,183,0.642,#46751,#46569
0200→0300,200,300,418,1.534,#46568,#46151
0300→0400,300,400,751,3.136,#46150,#45400
0400→0500,400,500,1335,5.985,#45399,#44065
0500→0600,500,600,2387,11.078,#44064,#41678
0600→0700,600,700,3165,17.831,#41677,#38513
0700→0800,700,800,4034,26.438,#38512,#34479
0800→0900,800,900,4828,36.739,#34478,#29651
0900→1000,900,1000,5922,49.374,#29650,#23729
1000→1100,1000,1100,6578,63.409,#23728,#17151
1100→1200,1100,1200,4905,73.874,#17150,#12246
1200→1300,1200,1300,3528,81.401,#12245,#8718
1300→1400,1300,1400,2529,86.797,#8717,#6189
1400→1500,1400,1500,1859,90.764,#6188,#4330
1500→1600,1500,1600,1422,93.798,#4329,#2908
1600→1700,1600,1700,942,95.807,#2907,#1966
1700→1800,1700,1800,678,97.254,#1965,#1288
1800→1900,1800,1900,456,98.227,#1287,#832
1900→2000,1900,2000,289,98.844,#831,#543
2000→2100,2000,2100,184,99.236,#542,#359
2100→2200,2100,2200,135,99.524,#358,#224
2200→2300,2200,2300,78,99.691,#223,#146
2300→2400,2300,2400,52,99.802,#145,#94
2400→2500,2400,2500,35,99.876,#93,#59
2500→2600,2500,2600,26,99.932,#58,#33
2600→2700,2600,2700,21,99.977,#32,#12
2700→2800,2700,2800,8,99.994,#11,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
