RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,110,0.239,#46088,#45979
0100→0200,100,200,206,0.686,#45978,#45773
0200→0300,200,300,401,1.556,#45772,#45372
0300→0400,300,400,751,3.185,#45371,#44621
0400→0500,400,500,1422,6.271,#44620,#43199
0500→0600,500,600,2266,11.187,#43198,#40933
0600→0700,600,700,3163,18.050,#40932,#37770
0700→0800,700,800,3900,26.512,#37769,#33870
0800→0900,800,900,4826,36.984,#33869,#29044
0900→1000,900,1000,5751,49.462,#29043,#23293
1000→1100,1000,1100,6279,63.086,#23292,#17014
1100→1200,1100,1200,4875,73.663,#17013,#12139
1200→1300,1200,1300,3514,81.288,#12138,#8625
1300→1400,1300,1400,2468,86.643,#8624,#6157
1400→1500,1400,1500,1848,90.653,#6156,#4309
1500→1600,1500,1600,1366,93.617,#4308,#2943
1600→1700,1600,1700,969,95.719,#2942,#1974
1700→1800,1700,1800,656,97.142,#1973,#1318
1800→1900,1800,1900,469,98.160,#1317,#849
1900→2000,1900,2000,302,98.815,#848,#547
2000→2100,2000,2100,199,99.247,#546,#348
2100→2200,2100,2200,115,99.497,#347,#233
2200→2300,2200,2300,82,99.675,#232,#151
2300→2400,2300,2400,53,99.790,#150,#98
2400→2500,2400,2500,36,99.868,#97,#62
2500→2600,2500,2600,33,99.939,#61,#29
2600→2700,2600,2700,15,99.972,#28,#14
2700→2800,2700,2800,9,99.991,#13,#5
2800→2900,2800,2900,3,99.998,#4,#2
2900→3000,2900,3000,1,100.000,#1,#1
