RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,120,0.251,#47812,#47693
0100→0200,100,200,178,0.623,#47692,#47515
0200→0300,200,300,385,1.429,#47514,#47130
0300→0400,300,400,762,3.022,#47129,#46368
0400→0500,400,500,1391,5.932,#46367,#44977
0500→0600,500,600,2389,10.928,#44976,#42588
0600→0700,600,700,3320,17.872,#42587,#39268
0700→0800,700,800,4124,26.498,#39267,#35144
0800→0900,800,900,5046,37.051,#35143,#30098
0900→1000,900,1000,5978,49.555,#30097,#24120
1000→1100,1000,1100,6701,63.570,#24119,#17419
1100→1200,1100,1200,5014,74.057,#17418,#12405
1200→1300,1200,1300,3688,81.770,#12404,#8717
1300→1400,1300,1400,2543,87.089,#8716,#6174
1400→1500,1400,1500,1904,91.071,#6173,#4270
1500→1600,1500,1600,1424,94.050,#4269,#2846
1600→1700,1600,1700,910,95.953,#2845,#1936
1700→1800,1700,1800,701,97.419,#1935,#1235
1800→1900,1800,1900,421,98.300,#1234,#814
1900→2000,1900,2000,281,98.887,#813,#533
2000→2100,2000,2100,195,99.295,#532,#338
2100→2200,2100,2200,115,99.536,#337,#223
2200→2300,2200,2300,83,99.709,#222,#140
2300→2400,2300,2400,52,99.818,#139,#88
2400→2500,2400,2500,36,99.893,#87,#52
2500→2600,2500,2600,25,99.946,#51,#27
2600→2700,2600,2700,16,99.979,#26,#11
2700→2800,2700,2800,7,99.994,#10,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
