RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,119,0.251,#47484,#47366
0100→0200,100,200,195,0.661,#47365,#47171
0200→0300,200,300,419,1.544,#47170,#46752
0300→0400,300,400,748,3.119,#46751,#46004
0400→0500,400,500,1384,6.034,#46003,#44620
0500→0600,500,600,2361,11.006,#44619,#42259
0600→0700,600,700,3247,17.844,#42258,#39012
0700→0800,700,800,4056,26.386,#39011,#34956
0800→0900,800,900,4906,36.718,#34955,#30050
0900→1000,900,1000,6016,49.387,#30049,#24034
1000→1100,1000,1100,6567,63.217,#24033,#17467
1100→1200,1100,1200,4974,73.692,#17466,#12493
1200→1300,1200,1300,3599,81.272,#12492,#8894
1300→1400,1300,1400,2566,86.676,#8893,#6328
1400→1500,1400,1500,1870,90.614,#6327,#4458
1500→1600,1500,1600,1454,93.676,#4457,#3004
1600→1700,1600,1700,958,95.693,#3003,#2046
1700→1800,1700,1800,727,97.224,#2045,#1319
1800→1900,1800,1900,486,98.248,#1318,#833
1900→2000,1900,2000,277,98.831,#832,#556
2000→2100,2000,2100,195,99.242,#555,#361
2100→2200,2100,2200,130,99.516,#360,#231
2200→2300,2200,2300,87,99.699,#230,#144
2300→2400,2300,2400,44,99.792,#143,#100
2400→2500,2400,2500,43,99.882,#99,#57
2500→2600,2500,2600,29,99.943,#56,#28
2600→2700,2600,2700,16,99.977,#27,#12
2700→2800,2700,2800,8,99.994,#11,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
