RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,117,0.247,#47450,#47334
0100→0200,100,200,194,0.655,#47333,#47140
0200→0300,200,300,415,1.530,#47139,#46725
0300→0400,300,400,745,3.100,#46724,#45980
0400→0500,400,500,1390,6.030,#45979,#44590
0500→0600,500,600,2356,10.995,#44589,#42234
0600→0700,600,700,3245,17.834,#42233,#38989
0700→0800,700,800,4072,26.415,#38988,#34917
0800→0900,800,900,4903,36.748,#34916,#30014
0900→1000,900,1000,5985,49.361,#30013,#24029
1000→1100,1000,1100,6553,63.172,#24028,#17476
1100→1200,1100,1200,4993,73.694,#17475,#12483
1200→1300,1200,1300,3551,81.178,#12482,#8932
1300→1400,1300,1400,2573,86.601,#8931,#6359
1400→1500,1400,1500,1888,90.580,#6358,#4471
1500→1600,1500,1600,1467,93.671,#4470,#3004
1600→1700,1600,1700,959,95.692,#3003,#2045
1700→1800,1700,1800,723,97.216,#2044,#1322
1800→1900,1800,1900,487,98.242,#1321,#835
1900→2000,1900,2000,278,98.828,#834,#557
2000→2100,2000,2100,199,99.248,#556,#358
2100→2200,2100,2200,127,99.515,#357,#231
2200→2300,2200,2300,83,99.690,#230,#148
2300→2400,2300,2400,47,99.789,#147,#101
2400→2500,2400,2500,44,99.882,#100,#57
2500→2600,2500,2600,28,99.941,#56,#29
2600→2700,2600,2700,18,99.979,#28,#11
2700→2800,2700,2800,7,99.994,#10,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
