RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,132,0.284,#46528,#46397
0100→0200,100,200,181,0.673,#46396,#46216
0200→0300,200,300,401,1.535,#46215,#45815
0300→0400,300,400,729,3.101,#45814,#45086
0400→0500,400,500,1459,6.237,#45085,#43627
0500→0600,500,600,2324,11.232,#43626,#41303
0600→0700,600,700,3176,18.058,#41302,#38127
0700→0800,700,800,3929,26.502,#38126,#34198
0800→0900,800,900,4751,36.713,#34197,#29447
0900→1000,900,1000,5790,49.157,#29446,#23657
1000→1100,1000,1100,6281,62.657,#23656,#17376
1100→1200,1100,1200,4884,73.154,#17375,#12492
1200→1300,1200,1300,3559,80.803,#12491,#8933
1300→1400,1300,1400,2561,86.307,#8932,#6372
1400→1500,1400,1500,1924,90.442,#6371,#4448
1500→1600,1500,1600,1422,93.499,#4447,#3026
1600→1700,1600,1700,984,95.613,#3025,#2042
1700→1800,1700,1800,715,97.150,#2041,#1327
1800→1900,1800,1900,449,98.115,#1326,#878
1900→2000,1900,2000,321,98.805,#877,#557
2000→2100,2000,2100,184,99.200,#556,#373
2100→2200,2100,2200,124,99.467,#372,#249
2200→2300,2200,2300,96,99.673,#248,#153
2300→2400,2300,2400,51,99.783,#152,#102
2400→2500,2400,2500,41,99.871,#101,#61
2500→2600,2500,2600,25,99.925,#60,#36
2600→2700,2600,2700,22,99.972,#35,#14
2700→2800,2700,2800,10,99.994,#13,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
