RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,115,0.247,#46644,#46530
0100→0200,100,200,189,0.652,#46529,#46341
0200→0300,200,300,401,1.511,#46340,#45940
0300→0400,300,400,745,3.109,#45939,#45195
0400→0500,400,500,1342,5.986,#45194,#43853
0500→0600,500,600,2377,11.082,#43852,#41476
0600→0700,600,700,3166,17.869,#41475,#38310
0700→0800,700,800,4026,26.501,#38309,#34284
0800→0900,800,900,4835,36.866,#34283,#29449
0900→1000,900,1000,5806,49.314,#29448,#23643
1000→1100,1000,1100,6614,63.494,#23642,#17029
1100→1200,1100,1200,4871,73.937,#17028,#12158
1200→1300,1200,1300,3505,81.451,#12157,#8653
1300→1400,1300,1400,2515,86.843,#8652,#6138
1400→1500,1400,1500,1858,90.826,#6137,#4280
1500→1600,1500,1600,1411,93.851,#4279,#2869
1600→1700,1600,1700,920,95.824,#2868,#1949
1700→1800,1700,1800,655,97.228,#1948,#1294
1800→1900,1800,1900,463,98.221,#1293,#831
1900→2000,1900,2000,289,98.840,#830,#542
2000→2100,2000,2100,188,99.243,#541,#354
2100→2200,2100,2200,127,99.515,#353,#227
2200→2300,2200,2300,78,99.683,#226,#149
2300→2400,2300,2400,54,99.798,#148,#95
2400→2500,2400,2500,37,99.878,#94,#58
2500→2600,2500,2600,28,99.938,#57,#30
2600→2700,2600,2700,20,99.981,#29,#10
2700→2800,2700,2800,6,99.994,#9,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
