RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,119,0.248,#47921,#47803
0100→0200,100,200,184,0.632,#47802,#47619
0200→0300,200,300,383,1.432,#47618,#47236
0300→0400,300,400,759,3.015,#47235,#46477
0400→0500,400,500,1379,5.893,#46476,#45098
0500→0600,500,600,2407,10.916,#45097,#42691
0600→0700,600,700,3318,17.840,#42690,#39373
0700→0800,700,800,4135,26.469,#39372,#35238
0800→0900,800,900,5061,37.030,#35237,#30177
0900→1000,900,1000,6001,49.552,#30176,#24176
1000→1100,1000,1100,6717,63.569,#24175,#17459
1100→1200,1100,1200,5000,74.003,#17458,#12459
1200→1300,1200,1300,3719,81.764,#12458,#8740
1300→1400,1300,1400,2526,87.035,#8739,#6214
1400→1500,1400,1500,1920,91.042,#6213,#4294
1500→1600,1500,1600,1426,94.017,#4293,#2868
1600→1700,1600,1700,916,95.929,#2867,#1952
1700→1800,1700,1800,720,97.431,#1951,#1232
1800→1900,1800,1900,417,98.301,#1231,#815
1900→2000,1900,2000,279,98.884,#814,#536
2000→2100,2000,2100,200,99.301,#535,#336
2100→2200,2100,2200,118,99.547,#335,#218
2200→2300,2200,2300,80,99.714,#217,#138
2300→2400,2300,2400,47,99.812,#137,#91
2400→2500,2400,2500,36,99.887,#90,#55
2500→2600,2500,2600,29,99.948,#54,#26
2600→2700,2600,2700,15,99.979,#25,#11
2700→2800,2700,2800,7,99.994,#10,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
