RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,122,0.260,#46845,#46724
0100→0200,100,200,185,0.655,#46723,#46539
0200→0300,200,300,422,1.556,#46538,#46117
0300→0400,300,400,768,3.196,#46116,#45349
0400→0500,400,500,1384,6.150,#45348,#43965
0500→0600,500,600,2314,11.090,#43964,#41651
0600→0700,600,700,3156,17.827,#41650,#38495
0700→0800,700,800,3975,26.312,#38494,#34520
0800→0900,800,900,4869,36.706,#34519,#29651
0900→1000,900,1000,5865,49.226,#29650,#23786
1000→1100,1000,1100,6447,62.989,#23785,#17339
1100→1200,1100,1200,4933,73.519,#17338,#12406
1200→1300,1200,1300,3563,81.125,#12405,#8843
1300→1400,1300,1400,2534,86.534,#8842,#6309
1400→1500,1400,1500,1893,90.575,#6308,#4416
1500→1600,1500,1600,1464,93.701,#4415,#2952
1600→1700,1600,1700,963,95.756,#2951,#1989
1700→1800,1700,1800,674,97.195,#1988,#1315
1800→1900,1800,1900,473,98.205,#1314,#842
1900→2000,1900,2000,280,98.802,#841,#562
2000→2100,2000,2100,210,99.251,#561,#352
2100→2200,2100,2200,118,99.503,#351,#234
2200→2300,2200,2300,83,99.680,#233,#151
2300→2400,2300,2400,50,99.787,#150,#101
2400→2500,2400,2500,39,99.870,#100,#62
2500→2600,2500,2600,33,99.940,#61,#29
2600→2700,2600,2700,14,99.970,#28,#15
2700→2800,2700,2800,10,99.991,#14,#5
2800→2900,2800,2900,3,99.998,#4,#2
2900→3000,2900,3000,1,100.000,#1,#1
