RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,118,0.249,#47431,#47314
0100→0200,100,200,197,0.664,#47313,#47117
0200→0300,200,300,413,1.535,#47116,#46704
0300→0400,300,400,749,3.114,#46703,#45955
0400→0500,400,500,1388,6.040,#45954,#44567
0500→0600,500,600,2372,11.041,#44566,#42195
0600→0700,600,700,3238,17.868,#42194,#38957
0700→0800,700,800,4037,26.379,#38956,#34920
0800→0900,800,900,4912,36.735,#34919,#30008
0900→1000,900,1000,6004,49.394,#30007,#24004
1000→1100,1000,1100,6565,63.235,#24003,#17439
1100→1200,1100,1200,4965,73.703,#17438,#12474
1200→1300,1200,1300,3571,81.232,#12473,#8903
1300→1400,1300,1400,2577,86.665,#8902,#6326
1400→1500,1400,1500,1875,90.618,#6325,#4451
1500→1600,1500,1600,1454,93.683,#4450,#2997
1600→1700,1600,1700,946,95.678,#2996,#2051
1700→1800,1700,1800,749,97.257,#2050,#1302
1800→1900,1800,1900,463,98.233,#1301,#839
1900→2000,1900,2000,278,98.819,#838,#561
2000→2100,2000,2100,200,99.241,#560,#361
2100→2200,2100,2200,130,99.515,#360,#231
2200→2300,2200,2300,87,99.699,#230,#144
2300→2400,2300,2400,43,99.789,#143,#101
2400→2500,2400,2500,43,99.880,#100,#58
2500→2600,2500,2600,30,99.943,#57,#28
2600→2700,2600,2700,15,99.975,#27,#13
2700→2800,2700,2800,7,99.989,#12,#6
2800→2900,2800,2900,4,99.998,#5,#2
2900→3000,2900,3000,1,100.000,#1,#1
