RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,122,0.262,#46571,#46450
0100→0200,100,200,149,0.582,#46449,#46301
0200→0300,200,300,369,1.374,#46300,#45932
0300→0400,300,400,772,3.032,#45931,#45160
0400→0500,400,500,1365,5.963,#45159,#43795
0500→0600,500,600,2254,10.803,#43794,#41541
0600→0700,600,700,3158,17.584,#41540,#38383
0700→0800,700,800,4016,26.207,#38382,#34367
0800→0900,800,900,4877,36.679,#34366,#29490
0900→1000,900,1000,5850,49.241,#29489,#23640
1000→1100,1000,1100,6383,62.947,#23639,#17257
1100→1200,1100,1200,4889,73.445,#17256,#12368
1200→1300,1200,1300,3558,81.085,#12367,#8810
1300→1400,1300,1400,2528,86.513,#8809,#6282
1400→1500,1400,1500,1949,90.698,#6281,#4333
1500→1600,1500,1600,1435,93.779,#4332,#2898
1600→1700,1600,1700,960,95.841,#2897,#1938
1700→1800,1700,1800,676,97.292,#1937,#1262
1800→1900,1800,1900,462,98.284,#1261,#800
1900→2000,1900,2000,249,98.819,#799,#551
2000→2100,2000,2100,195,99.238,#550,#356
2100→2200,2100,2200,126,99.508,#355,#230
2200→2300,2200,2300,77,99.674,#229,#153
2300→2400,2300,2400,50,99.781,#152,#103
2400→2500,2400,2500,42,99.871,#102,#61
2500→2600,2500,2600,25,99.925,#60,#36
2600→2700,2600,2700,23,99.974,#35,#13
2700→2800,2700,2800,7,99.989,#12,#6
2800→2900,2800,2900,4,99.998,#5,#2
3000→3100,3000,3100,1,100.000,#1,#1
