RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,125,0.267,#46793,#46669
0100→0200,100,200,186,0.665,#46668,#46483
0200→0300,200,300,408,1.537,#46482,#46075
0300→0400,300,400,771,3.184,#46074,#45304
0400→0500,400,500,1378,6.129,#45303,#43926
0500→0600,500,600,2332,11.113,#43925,#41594
0600→0700,600,700,3182,17.913,#41593,#38412
0700→0800,700,800,4012,26.487,#38411,#34400
0800→0900,800,900,4864,36.882,#34399,#29536
0900→1000,900,1000,5867,49.420,#29535,#23669
1000→1100,1000,1100,6414,63.127,#23668,#17255
1100→1200,1100,1200,4956,73.718,#17254,#12299
1200→1300,1200,1300,3554,81.313,#12298,#8745
1300→1400,1300,1400,2477,86.607,#8744,#6268
1400→1500,1400,1500,1909,90.687,#6267,#4359
1500→1600,1500,1600,1397,93.672,#4358,#2962
1600→1700,1600,1700,989,95.786,#2961,#1973
1700→1800,1700,1800,639,97.151,#1972,#1334
1800→1900,1800,1900,484,98.186,#1333,#850
1900→2000,1900,2000,285,98.795,#849,#565
2000→2100,2000,2100,222,99.269,#564,#343
2100→2200,2100,2200,108,99.500,#342,#235
2200→2300,2200,2300,84,99.679,#234,#151
2300→2400,2300,2400,50,99.786,#150,#101
2400→2500,2400,2500,41,99.874,#100,#60
2500→2600,2500,2600,33,99.944,#59,#27
2600→2700,2600,2700,12,99.970,#26,#15
2700→2800,2700,2800,10,99.991,#14,#5
2800→2900,2800,2900,3,99.998,#4,#2
2900→3000,2900,3000,1,100.000,#1,#1
