RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,123,0.267,#46123,#46001
0100→0200,100,200,186,0.670,#46000,#45815
0200→0300,200,300,415,1.570,#45814,#45400
0300→0400,300,400,769,3.237,#45399,#44631
0400→0500,400,500,1484,6.454,#44630,#43147
0500→0600,500,600,2359,11.569,#43146,#40788
0600→0700,600,700,3179,18.462,#40787,#37609
0700→0800,700,800,3984,27.099,#37608,#33625
0800→0900,800,900,4757,37.413,#33624,#28868
0900→1000,900,1000,5817,50.025,#28867,#23051
1000→1100,1000,1100,6452,64.014,#23050,#16599
1100→1200,1100,1200,4906,74.650,#16598,#11693
1200→1300,1200,1300,3125,81.426,#11692,#8568
1300→1400,1300,1400,2225,86.250,#8567,#6343
1400→1500,1400,1500,1903,90.376,#6342,#4440
1500→1600,1500,1600,1391,93.392,#4439,#3049
1600→1700,1600,1700,993,95.545,#3048,#2056
1700→1800,1700,1800,697,97.056,#2055,#1359
1800→1900,1800,1900,480,98.096,#1358,#879
1900→2000,1900,2000,307,98.762,#878,#572
2000→2100,2000,2100,195,99.185,#571,#377
2100→2200,2100,2200,130,99.467,#376,#247
2200→2300,2200,2300,91,99.664,#246,#156
2300→2400,2300,2400,51,99.775,#155,#105
2400→2500,2400,2500,38,99.857,#104,#67
2500→2600,2500,2600,34,99.931,#66,#33
2600→2700,2600,2700,19,99.972,#32,#14
2700→2800,2700,2800,10,99.993,#13,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
