RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,120,0.255,#47075,#46956
0100→0200,100,200,192,0.663,#46955,#46764
0200→0300,200,300,398,1.508,#46763,#46366
0300→0400,300,400,762,3.127,#46365,#45604
0400→0500,400,500,1335,5.963,#45603,#44269
0500→0600,500,600,2435,11.135,#44268,#41834
0600→0700,600,700,3180,17.891,#41833,#38654
0700→0800,700,800,4031,26.454,#38653,#34623
0800→0900,800,900,4837,36.729,#34622,#29786
0900→1000,900,1000,5955,49.379,#29785,#23831
1000→1100,1000,1100,6576,63.348,#23830,#17255
1100→1200,1100,1200,4939,73.840,#17254,#12316
1200→1300,1200,1300,3544,81.368,#12315,#8772
1300→1400,1300,1400,2532,86.747,#8771,#6240
1400→1500,1400,1500,1860,90.698,#6239,#4380
1500→1600,1500,1600,1441,93.759,#4379,#2939
1600→1700,1600,1700,961,95.800,#2938,#1978
1700→1800,1700,1800,663,97.209,#1977,#1315
1800→1900,1800,1900,485,98.239,#1314,#830
1900→2000,1900,2000,282,98.838,#829,#548
2000→2100,2000,2100,186,99.233,#547,#362
2100→2200,2100,2200,143,99.537,#361,#219
2200→2300,2200,2300,73,99.692,#218,#146
2300→2400,2300,2400,50,99.798,#145,#96
2400→2500,2400,2500,36,99.875,#95,#60
2500→2600,2500,2600,28,99.934,#59,#32
2600→2700,2600,2700,19,99.975,#31,#13
2700→2800,2700,2800,9,99.994,#12,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
