RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,115,0.248,#46361,#46247
0100→0200,100,200,205,0.690,#46246,#46042
0200→0300,200,300,403,1.560,#46041,#45639
0300→0400,300,400,763,3.205,#45638,#44876
0400→0500,400,500,1403,6.232,#44875,#43473
0500→0600,500,600,2310,11.214,#43472,#41163
0600→0700,600,700,3142,17.991,#41162,#38021
0700→0800,700,800,3923,26.453,#38020,#34098
0800→0900,800,900,4891,37.003,#34097,#29207
0900→1000,900,1000,5777,49.464,#29206,#23430
1000→1100,1000,1100,6332,63.122,#23429,#17098
1100→1200,1100,1200,4906,73.704,#17097,#12192
1200→1300,1200,1300,3539,81.338,#12191,#8653
1300→1400,1300,1400,2475,86.676,#8652,#6178
1400→1500,1400,1500,1868,90.706,#6177,#4310
1500→1600,1500,1600,1378,93.678,#4309,#2932
1600→1700,1600,1700,953,95.733,#2931,#1979
1700→1800,1700,1800,655,97.146,#1978,#1324
1800→1900,1800,1900,485,98.192,#1323,#839
1900→2000,1900,2000,290,98.818,#838,#549
2000→2100,2000,2100,206,99.262,#548,#343
2100→2200,2100,2200,107,99.493,#342,#236
2200→2300,2200,2300,84,99.674,#235,#152
2300→2400,2300,2400,55,99.793,#151,#97
2400→2500,2400,2500,32,99.862,#96,#65
2500→2600,2500,2600,35,99.937,#64,#30
2600→2700,2600,2700,17,99.974,#29,#13
2700→2800,2700,2800,8,99.991,#12,#5
2800→2900,2800,2900,3,99.998,#4,#2
2900→3000,2900,3000,1,100.000,#1,#1
