RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,129,0.275,#46950,#46822
0100→0200,100,200,177,0.652,#46821,#46645
0200→0300,200,300,421,1.548,#46644,#46224
0300→0400,300,400,747,3.140,#46223,#45477
0400→0500,400,500,1460,6.249,#45476,#44017
0500→0600,500,600,2368,11.293,#44016,#41649
0600→0700,600,700,3190,18.087,#41648,#38459
0700→0800,700,800,3958,26.518,#38458,#34501
0800→0900,800,900,4776,36.690,#34500,#29725
0900→1000,900,1000,5839,49.127,#29724,#23886
1000→1100,1000,1100,6379,62.714,#23885,#17507
1100→1200,1100,1200,4952,73.261,#17506,#12555
1200→1300,1200,1300,3560,80.843,#12554,#8995
1300→1400,1300,1400,2602,86.386,#8994,#6393
1400→1500,1400,1500,1932,90.501,#6392,#4461
1500→1600,1500,1600,1421,93.527,#4460,#3040
1600→1700,1600,1700,987,95.629,#3039,#2053
1700→1800,1700,1800,723,97.169,#2052,#1330
1800→1900,1800,1900,452,98.132,#1329,#878
1900→2000,1900,2000,319,98.812,#877,#559
2000→2100,2000,2100,184,99.203,#558,#375
2100→2200,2100,2200,119,99.457,#374,#256
2200→2300,2200,2300,103,99.676,#255,#153
2300→2400,2300,2400,50,99.783,#152,#103
2400→2500,2400,2500,44,99.876,#102,#59
2500→2600,2500,2600,25,99.930,#58,#34
2600→2700,2600,2700,20,99.972,#33,#14
2700→2800,2700,2800,10,99.994,#13,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
