RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,117,0.251,#46654,#46538
0100→0200,100,200,182,0.641,#46537,#46356
0200→0300,200,300,414,1.528,#46355,#45942
0300→0400,300,400,728,3.089,#45941,#45214
0400→0500,400,500,1348,5.978,#45213,#43866
0500→0600,500,600,2384,11.088,#43865,#41482
0600→0700,600,700,3166,17.874,#41481,#38316
0700→0800,700,800,4017,26.484,#38315,#34299
0800→0900,800,900,4830,36.837,#34298,#29469
0900→1000,900,1000,5839,49.353,#29468,#23630
1000→1100,1000,1100,6583,63.463,#23629,#17047
1100→1200,1100,1200,4865,73.891,#17046,#12182
1200→1300,1200,1300,3517,81.429,#12181,#8665
1300→1400,1300,1400,2540,86.874,#8664,#6125
1400→1500,1400,1500,1830,90.796,#6124,#4295
1500→1600,1500,1600,1431,93.863,#4294,#2864
1600→1700,1600,1700,912,95.818,#2863,#1952
1700→1800,1700,1800,665,97.244,#1951,#1287
1800→1900,1800,1900,460,98.230,#1286,#827
1900→2000,1900,2000,288,98.847,#826,#539
2000→2100,2000,2100,188,99.250,#538,#351
2100→2200,2100,2200,126,99.520,#350,#225
2200→2300,2200,2300,83,99.698,#224,#142
2300→2400,2300,2400,48,99.801,#141,#94
2400→2500,2400,2500,36,99.878,#93,#58
2500→2600,2500,2600,28,99.938,#57,#30
2600→2700,2600,2700,20,99.981,#29,#10
2700→2800,2700,2800,6,99.994,#9,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
