RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,122,0.255,#47817,#47696
0100→0200,100,200,193,0.659,#47695,#47503
0200→0300,200,300,432,1.562,#47502,#47071
0300→0400,300,400,849,3.338,#47070,#46222
0400→0500,400,500,1482,6.437,#46221,#44740
0500→0600,500,600,2453,11.567,#44739,#42287
0600→0700,600,700,3305,18.479,#42286,#38982
0700→0800,700,800,4114,27.082,#38981,#34868
0800→0900,800,900,4901,37.332,#34867,#29967
0900→1000,900,1000,5967,49.811,#29966,#24000
1000→1100,1000,1100,6620,63.655,#23999,#17380
1100→1200,1100,1200,4954,74.016,#17379,#12426
1200→1300,1200,1300,3544,81.427,#12425,#8882
1300→1400,1300,1400,2599,86.862,#8881,#6283
1400→1500,1400,1500,1891,90.817,#6282,#4392
1500→1600,1500,1600,1307,93.550,#4391,#3085
1600→1700,1600,1700,972,95.583,#3084,#2113
1700→1800,1700,1800,668,96.980,#2112,#1445
1800→1900,1800,1900,522,98.072,#1444,#923
1900→2000,1900,2000,318,98.737,#922,#605
2000→2100,2000,2100,208,99.172,#604,#397
2100→2200,2100,2200,130,99.444,#396,#267
2200→2300,2200,2300,105,99.663,#266,#162
2300→2400,2300,2400,44,99.755,#161,#118
2400→2500,2400,2500,47,99.854,#117,#71
2500→2600,2500,2600,33,99.923,#70,#38
2600→2700,2600,2700,21,99.967,#37,#17
2700→2800,2700,2800,13,99.994,#16,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
