RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,116,0.243,#47808,#47693
0100→0200,100,200,169,0.596,#47692,#47524
0200→0300,200,300,397,1.427,#47523,#47127
0300→0400,300,400,757,3.010,#47126,#46370
0400→0500,400,500,1386,5.909,#46369,#44984
0500→0600,500,600,2405,10.940,#44983,#42579
0600→0700,600,700,3310,17.863,#42578,#39269
0700→0800,700,800,4132,26.506,#39268,#35137
0800→0900,800,900,5103,37.180,#35136,#30034
0900→1000,900,1000,5978,49.684,#30033,#24056
1000→1100,1000,1100,6650,63.594,#24055,#17406
1100→1200,1100,1200,4982,74.015,#17405,#12424
1200→1300,1200,1300,3697,81.748,#12423,#8727
1300→1400,1300,1400,2528,87.036,#8726,#6199
1400→1500,1400,1500,1938,91.089,#6198,#4261
1500→1600,1500,1600,1391,93.999,#4260,#2870
1600→1700,1600,1700,941,95.967,#2869,#1929
1700→1800,1700,1800,703,97.438,#1928,#1226
1800→1900,1800,1900,420,98.316,#1225,#806
1900→2000,1900,2000,280,98.902,#805,#526
2000→2100,2000,2100,182,99.283,#525,#344
2100→2200,2100,2200,123,99.540,#343,#221
2200→2300,2200,2300,83,99.713,#220,#138
2300→2400,2300,2400,53,99.824,#137,#85
2400→2500,2400,2500,31,99.889,#84,#54
2500→2600,2500,2600,27,99.946,#53,#27
2600→2700,2600,2700,18,99.983,#26,#9
2700→2800,2700,2800,5,99.994,#8,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
