RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,123,0.291,#42319,#42197
0100→0200,100,200,191,0.742,#42196,#42006
0200→0300,200,300,400,1.687,#42005,#41606
0300→0400,300,400,794,3.563,#41605,#40812
0400→0500,400,500,1477,7.054,#40811,#39335
0500→0600,500,600,2388,12.696,#39334,#36947
0600→0700,600,700,3206,20.272,#36946,#33741
0700→0800,700,800,4004,29.734,#33740,#29737
0800→0900,800,900,4857,41.211,#29736,#24880
0900→1000,900,1000,5800,54.916,#24879,#19080
1000→1100,1000,1100,6578,70.460,#19079,#12502
1100→1200,1100,1200,2502,76.372,#12501,#10000
1200→1300,1200,1300,952,78.622,#9999,#9048
1300→1400,1300,1400,2643,84.867,#9047,#6405
1400→1500,1400,1500,1923,89.411,#6404,#4482
1500→1600,1500,1600,1413,92.750,#4481,#3069
1600→1700,1600,1700,987,95.083,#3068,#2082
1700→1800,1700,1800,705,96.749,#2081,#1377
1800→1900,1800,1900,485,97.895,#1376,#892
1900→2000,1900,2000,320,98.651,#891,#572
2000→2100,2000,2100,187,99.093,#571,#385
2100→2200,2100,2200,141,99.426,#384,#244
2200→2300,2200,2300,88,99.634,#243,#156
2300→2400,2300,2400,46,99.742,#155,#110
2400→2500,2400,2500,43,99.844,#109,#67
2500→2600,2500,2600,36,99.929,#66,#31
2600→2700,2600,2700,16,99.967,#30,#15
2700→2800,2700,2800,10,99.991,#14,#5
2800→2900,2800,2900,3,99.998,#4,#2
2900→3000,2900,3000,1,100.000,#1,#1
