RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,120,0.257,#46676,#46557
0100→0200,100,200,179,0.641,#46556,#46378
0200→0300,200,300,412,1.523,#46377,#45966
0300→0400,300,400,735,3.098,#45965,#45231
0400→0500,400,500,1360,6.012,#45230,#43871
0500→0600,500,600,2386,11.123,#43870,#41485
0600→0700,600,700,3164,17.902,#41484,#38321
0700→0800,700,800,4009,26.491,#38320,#34312
0800→0900,800,900,4829,36.837,#34311,#29483
0900→1000,900,1000,5825,49.317,#29482,#23658
1000→1100,1000,1100,6565,63.382,#23657,#17093
1100→1200,1100,1200,4902,73.884,#17092,#12191
1200→1300,1200,1300,3510,81.404,#12190,#8681
1300→1400,1300,1400,2541,86.848,#8680,#6140
1400→1500,1400,1500,1879,90.873,#6139,#4261
1500→1600,1500,1600,1384,93.838,#4260,#2877
1600→1700,1600,1700,929,95.829,#2876,#1948
1700→1800,1700,1800,663,97.249,#1947,#1285
1800→1900,1800,1900,455,98.224,#1284,#830
1900→2000,1900,2000,281,98.826,#829,#549
2000→2100,2000,2100,198,99.250,#548,#351
2100→2200,2100,2200,122,99.512,#350,#229
2200→2300,2200,2300,84,99.691,#228,#145
2300→2400,2300,2400,54,99.807,#144,#91
2400→2500,2400,2500,32,99.876,#90,#59
2500→2600,2500,2600,28,99.936,#58,#31
2600→2700,2600,2700,21,99.981,#30,#10
2700→2800,2700,2800,6,99.994,#9,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
