RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,104,0.223,#46700,#46597
0100→0200,100,200,196,0.642,#46596,#46401
0200→0300,200,300,404,1.507,#46400,#45997
0300→0400,300,400,744,3.101,#45996,#45253
0400→0500,400,500,1345,5.981,#45252,#43908
0500→0600,500,600,2383,11.084,#43907,#41525
0600→0700,600,700,3164,17.859,#41524,#38361
0700→0800,700,800,4040,26.510,#38360,#34321
0800→0900,800,900,4826,36.844,#34320,#29495
0900→1000,900,1000,5820,49.306,#29494,#23675
1000→1100,1000,1100,6592,63.422,#23674,#17083
1100→1200,1100,1200,4881,73.874,#17082,#12202
1200→1300,1200,1300,3525,81.422,#12201,#8677
1300→1400,1300,1400,2538,86.857,#8676,#6139
1400→1500,1400,1500,1860,90.839,#6138,#4279
1500→1600,1500,1600,1409,93.857,#4278,#2870
1600→1700,1600,1700,908,95.801,#2869,#1962
1700→1800,1700,1800,672,97.240,#1961,#1290
1800→1900,1800,1900,454,98.212,#1289,#836
1900→2000,1900,2000,290,98.833,#835,#546
2000→2100,2000,2100,195,99.251,#545,#351
2100→2200,2100,2200,118,99.503,#350,#233
2200→2300,2200,2300,86,99.687,#232,#147
2300→2400,2300,2400,51,99.797,#146,#96
2400→2500,2400,2500,39,99.880,#95,#57
2500→2600,2500,2600,27,99.938,#56,#30
2600→2700,2600,2700,20,99.981,#29,#10
2700→2800,2700,2800,6,99.994,#9,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
