RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,120,0.251,#47769,#47650
0100→0200,100,200,169,0.605,#47649,#47481
0200→0300,200,300,391,1.424,#47480,#47090
0300→0400,300,400,755,3.004,#47089,#46335
0400→0500,400,500,1397,5.929,#46334,#44938
0500→0600,500,600,2387,10.925,#44937,#42551
0600→0700,600,700,3310,17.855,#42550,#39241
0700→0800,700,800,4125,26.490,#39240,#35116
0800→0900,800,900,5093,37.152,#35115,#30023
0900→1000,900,1000,5964,49.637,#30022,#24059
1000→1100,1000,1100,6659,63.577,#24058,#17400
1100→1200,1100,1200,5003,74.050,#17399,#12397
1200→1300,1200,1300,3689,81.773,#12396,#8708
1300→1400,1300,1400,2526,87.061,#8707,#6182
1400→1500,1400,1500,1903,91.044,#6181,#4279
1500→1600,1500,1600,1411,93.998,#4278,#2868
1600→1700,1600,1700,929,95.943,#2867,#1939
1700→1800,1700,1800,710,97.429,#1938,#1229
1800→1900,1800,1900,414,98.296,#1228,#815
1900→2000,1900,2000,290,98.903,#814,#525
2000→2100,2000,2100,183,99.286,#524,#342
2100→2200,2100,2200,123,99.544,#341,#219
2200→2300,2200,2300,79,99.709,#218,#140
2300→2400,2300,2400,52,99.818,#139,#88
2400→2500,2400,2500,33,99.887,#87,#55
2500→2600,2500,2600,29,99.948,#54,#26
2600→2700,2600,2700,17,99.983,#25,#9
2700→2800,2700,2800,5,99.994,#8,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
