RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,122,0.261,#46766,#46645
0100→0200,100,200,182,0.650,#46644,#46463
0200→0300,200,300,416,1.540,#46462,#46047
0300→0400,300,400,751,3.145,#46046,#45296
0400→0500,400,500,1320,5.968,#45295,#43976
0500→0600,500,600,2405,11.111,#43975,#41571
0600→0700,600,700,3174,17.898,#41570,#38397
0700→0800,700,800,4025,26.504,#38396,#34372
0800→0900,800,900,4830,36.832,#34371,#29542
0900→1000,900,1000,5872,49.388,#29541,#23670
1000→1100,1000,1100,6577,63.452,#23669,#17093
1100→1200,1100,1200,4890,73.908,#17092,#12203
1200→1300,1200,1300,3508,81.410,#12202,#8695
1300→1400,1300,1400,2541,86.843,#8694,#6154
1400→1500,1400,1500,1854,90.807,#6153,#4300
1500→1600,1500,1600,1412,93.827,#4299,#2888
1600→1700,1600,1700,931,95.817,#2887,#1957
1700→1800,1700,1800,662,97.233,#1956,#1295
1800→1900,1800,1900,466,98.229,#1294,#829
1900→2000,1900,2000,286,98.841,#828,#543
2000→2100,2000,2100,189,99.245,#542,#354
2100→2200,2100,2200,129,99.521,#353,#225
2200→2300,2200,2300,79,99.690,#224,#146
2300→2400,2300,2400,50,99.797,#145,#96
2400→2500,2400,2500,38,99.878,#95,#58
2500→2600,2500,2600,27,99.936,#57,#31
2600→2700,2600,2700,19,99.976,#30,#12
2700→2800,2700,2800,8,99.994,#11,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
