RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,114,0.242,#47052,#46939
0100→0200,100,200,195,0.657,#46938,#46744
0200→0300,200,300,398,1.503,#46743,#46346
0300→0400,300,400,752,3.101,#46345,#45594
0400→0500,400,500,1404,6.085,#45593,#44190
0500→0600,500,600,2314,11.003,#44189,#41876
0600→0700,600,700,3208,17.821,#41875,#38668
0700→0800,700,800,4002,26.326,#38667,#34666
0800→0900,800,900,4889,36.717,#34665,#29777
0900→1000,900,1000,5843,49.135,#29776,#23934
1000→1100,1000,1100,6493,62.935,#23933,#17441
1100→1200,1100,1200,5009,73.580,#17440,#12432
1200→1300,1200,1300,3541,81.106,#12431,#8891
1300→1400,1300,1400,2525,86.472,#8890,#6366
1400→1500,1400,1500,1896,90.502,#6365,#4470
1500→1600,1500,1600,1471,93.628,#4469,#2999
1600→1700,1600,1700,978,95.707,#2998,#2021
1700→1800,1700,1800,708,97.212,#2020,#1313
1800→1900,1800,1900,468,98.206,#1312,#845
1900→2000,1900,2000,280,98.801,#844,#565
2000→2100,2000,2100,209,99.246,#564,#356
2100→2200,2100,2200,127,99.515,#355,#229
2200→2300,2200,2300,78,99.681,#228,#151
2300→2400,2300,2400,50,99.787,#150,#101
2400→2500,2400,2500,40,99.872,#100,#61
2500→2600,2500,2600,32,99.940,#60,#29
2600→2700,2600,2700,16,99.974,#28,#13
2700→2800,2700,2800,9,99.994,#12,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
