RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,122,0.255,#47797,#47676
0100→0200,100,200,198,0.669,#47675,#47478
0200→0300,200,300,412,1.531,#47477,#47066
0300→0400,300,400,858,3.327,#47065,#46208
0400→0500,400,500,1481,6.425,#46207,#44727
0500→0600,500,600,2457,11.566,#44726,#42270
0600→0700,600,700,3315,18.501,#42269,#38955
0700→0800,700,800,4091,27.060,#38954,#34864
0800→0900,800,900,4847,37.201,#34863,#30017
0900→1000,900,1000,5979,49.710,#30016,#24038
1000→1100,1000,1100,6652,63.627,#24037,#17386
1100→1200,1100,1200,4952,73.988,#17385,#12434
1200→1300,1200,1300,3585,81.488,#12433,#8849
1300→1400,1300,1400,2576,86.878,#8848,#6273
1400→1500,1400,1500,1892,90.836,#6272,#4381
1500→1600,1500,1600,1309,93.575,#4380,#3072
1600→1700,1600,1700,960,95.583,#3071,#2112
1700→1800,1700,1800,697,97.042,#2111,#1415
1800→1900,1800,1900,499,98.086,#1414,#916
1900→2000,1900,2000,317,98.749,#915,#599
2000→2100,2000,2100,202,99.171,#598,#397
2100→2200,2100,2200,133,99.450,#396,#264
2200→2300,2200,2300,98,99.655,#263,#166
2300→2400,2300,2400,48,99.755,#165,#118
2400→2500,2400,2500,51,99.862,#117,#67
2500→2600,2500,2600,25,99.914,#66,#42
2600→2700,2600,2700,24,99.964,#41,#18
2700→2800,2700,2800,14,99.994,#17,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
