RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,122,0.262,#46606,#46485
0100→0200,100,200,199,0.689,#46484,#46286
0200→0300,200,300,406,1.560,#46285,#45880
0300→0400,300,400,762,3.195,#45879,#45118
0400→0500,400,500,1396,6.190,#45117,#43722
0500→0600,500,600,2319,11.166,#43721,#41403
0600→0700,600,700,3140,17.903,#41402,#38263
0700→0800,700,800,3964,26.409,#38262,#34299
0800→0900,800,900,4921,36.967,#34298,#29378
0900→1000,900,1000,5847,49.513,#29377,#23531
1000→1100,1000,1100,6369,63.179,#23530,#17162
1100→1200,1100,1200,4911,73.716,#17161,#12251
1200→1300,1200,1300,3545,81.322,#12250,#8706
1300→1400,1300,1400,2467,86.615,#8705,#6239
1400→1500,1400,1500,1904,90.701,#6238,#4335
1500→1600,1500,1600,1407,93.720,#4334,#2928
1600→1700,1600,1700,943,95.743,#2927,#1985
1700→1800,1700,1800,666,97.172,#1984,#1319
1800→1900,1800,1900,473,98.187,#1318,#846
1900→2000,1900,2000,280,98.788,#845,#566
2000→2100,2000,2100,220,99.260,#565,#346
2100→2200,2100,2200,114,99.504,#345,#232
2200→2300,2200,2300,81,99.678,#231,#151
2300→2400,2300,2400,50,99.785,#150,#101
2400→2500,2400,2500,37,99.865,#100,#64
2500→2600,2500,2600,35,99.940,#63,#29
2600→2700,2600,2700,16,99.974,#28,#13
2700→2800,2700,2800,7,99.989,#12,#6
2800→2900,2800,2900,4,99.998,#5,#2
2900→3000,2900,3000,1,100.000,#1,#1
