RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,127,0.271,#46786,#46660
0100→0200,100,200,186,0.669,#46659,#46474
0200→0300,200,300,405,1.535,#46473,#46069
0300→0400,300,400,775,3.191,#46068,#45294
0400→0500,400,500,1393,6.169,#45293,#43901
0500→0600,500,600,2306,11.097,#43900,#41595
0600→0700,600,700,3185,17.905,#41594,#38410
0700→0800,700,800,3982,26.416,#38409,#34428
0800→0900,800,900,4846,36.774,#34427,#29582
0900→1000,900,1000,5872,49.325,#29581,#23710
1000→1100,1000,1100,6419,63.045,#23709,#17291
1100→1200,1100,1200,4918,73.556,#17290,#12373
1200→1300,1200,1300,3585,81.219,#12372,#8788
1300→1400,1300,1400,2494,86.549,#8787,#6294
1400→1500,1400,1500,1918,90.649,#6293,#4376
1500→1600,1500,1600,1414,93.671,#4375,#2962
1600→1700,1600,1700,970,95.744,#2961,#1992
1700→1800,1700,1800,660,97.155,#1991,#1332
1800→1900,1800,1900,491,98.205,#1331,#841
1900→2000,1900,2000,274,98.790,#840,#567
2000→2100,2000,2100,218,99.256,#566,#349
2100→2200,2100,2200,117,99.506,#348,#232
2200→2300,2200,2300,83,99.684,#231,#149
2300→2400,2300,2400,49,99.788,#148,#100
2400→2500,2400,2500,43,99.880,#99,#57
2500→2600,2500,2600,29,99.942,#56,#28
2600→2700,2600,2700,12,99.968,#27,#16
2700→2800,2700,2800,11,99.991,#15,#5
2800→2900,2800,2900,3,99.998,#4,#2
2900→3000,2900,3000,1,100.000,#1,#1
