RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,117,0.249,#46953,#46837
0100→0200,100,200,196,0.667,#46836,#46641
0200→0300,200,300,398,1.514,#46640,#46243
0300→0400,300,400,769,3.152,#46242,#45474
0400→0500,400,500,1388,6.108,#45473,#44086
0500→0600,500,600,2339,11.090,#44085,#41747
0600→0700,600,700,3193,17.890,#41746,#38554
0700→0800,700,800,3991,26.390,#38553,#34563
0800→0900,800,900,4861,36.743,#34562,#29702
0900→1000,900,1000,5823,49.145,#29701,#23879
1000→1100,1000,1100,6523,63.038,#23878,#17356
1100→1200,1100,1200,4990,73.665,#17355,#12366
1200→1300,1200,1300,3485,81.087,#12365,#8881
1300→1400,1300,1400,2538,86.493,#8880,#6343
1400→1500,1400,1500,1876,90.488,#6342,#4467
1500→1600,1500,1600,1493,93.668,#4466,#2974
1600→1700,1600,1700,954,95.700,#2973,#2020
1700→1800,1700,1800,702,97.195,#2019,#1318
1800→1900,1800,1900,479,98.215,#1317,#839
1900→2000,1900,2000,276,98.803,#838,#563
2000→2100,2000,2100,204,99.238,#562,#359
2100→2200,2100,2200,129,99.512,#358,#230
2200→2300,2200,2300,77,99.676,#229,#153
2300→2400,2300,2400,53,99.789,#152,#100
2400→2500,2400,2500,41,99.876,#99,#59
2500→2600,2500,2600,31,99.942,#58,#28
2600→2700,2600,2700,15,99.974,#27,#13
2700→2800,2700,2800,9,99.994,#12,#4
2800→2900,2800,2900,2,99.998,#3,#2
2900→3000,2900,3000,1,100.000,#1,#1
