RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,121,0.258,#46903,#46783
0100→0200,100,200,188,0.659,#46782,#46595
0200→0300,200,300,408,1.529,#46594,#46187
0300→0400,300,400,771,3.173,#46186,#45416
0400→0500,400,500,1387,6.130,#45415,#44029
0500→0600,500,600,2324,11.085,#44028,#41705
0600→0700,600,700,3151,17.803,#41704,#38554
0700→0800,700,800,3997,26.325,#38553,#34557
0800→0900,800,900,4856,36.678,#34556,#29701
0900→1000,900,1000,5854,49.159,#29700,#23847
1000→1100,1000,1100,6477,62.968,#23846,#17370
1100→1200,1100,1200,4970,73.565,#17369,#12400
1200→1300,1200,1300,3543,81.118,#12399,#8857
1300→1400,1300,1400,2526,86.504,#8856,#6331
1400→1500,1400,1500,1882,90.517,#6330,#4449
1500→1600,1500,1600,1477,93.666,#4448,#2972
1600→1700,1600,1700,962,95.717,#2971,#2010
1700→1800,1700,1800,687,97.181,#2009,#1323
1800→1900,1800,1900,481,98.207,#1322,#842
1900→2000,1900,2000,270,98.783,#841,#572
2000→2100,2000,2100,217,99.245,#571,#355
2100→2200,2100,2200,123,99.507,#354,#232
2200→2300,2200,2300,81,99.680,#231,#151
2300→2400,2300,2400,47,99.780,#150,#104
2400→2500,2400,2500,43,99.872,#103,#61
2500→2600,2500,2600,32,99.940,#60,#29
2600→2700,2600,2700,14,99.970,#28,#15
2700→2800,2700,2800,10,99.991,#14,#5
2800→2900,2800,2900,3,99.998,#4,#2
2900→3000,2900,3000,1,100.000,#1,#1
